Symbol,Name,Country,Sector,Industry
BAC^Q,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.250% Non-Cumulative Preferred Stock Series QQ,United States,,
BAC^S,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.750% Non-Cumulative Preferred Stock Series SS,United States,,
BACA,Berenson Acquisition Corp. I Class A Common Stock,,Industrials,Consumer Electronics/Appliances
BAH,Booz Allen Hamilton Holding Corporation Common Stock,United States,Consumer Discretionary,Professional Services
BAK,Braskem SA ADR,Brazil,Industrials,Major Chemicals
BALL,Ball Corporation Common Stock,United States,Industrials,Containers/Packaging
BALY,Bally's Corporation Common Stock,,Consumer Discretionary,Recreational Games/Products/Toys
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,Canada,,
BANC,Banc of California Inc. Common Stock,United States,Finance,Major Banks
BAP,Credicorp Ltd. Common Stock,Peru,Finance,Commercial Banks
BARK,BARK Inc. Class A Common Stock,,Consumer Discretionary,Department/Specialty Retail Stores
BAX,Baxter International Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
BB,BlackBerry Limited Common Stock,Canada,,
BBAI,BigBear.ai Inc. Common Stock,,Technology,EDP Services
BBAR,Banco BBVA Argentina S.A. ADS,Argentina,Finance,Commercial Banks
BBD,Banco Bradesco Sa American Depositary Shares,Brazil,Finance,Commercial Banks
BBDC,Barings BDC Inc. Common Stock,United States,Finance,Investment Managers
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Brazil,Finance,Commercial Banks
BBLN,Babylon Holdings Limited Class A Ordinary Shares,United States,Health Care,Medical/Nursing Services
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,United States,Finance,Finance Companies
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,,Consumer Discretionary,Building Products
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,,,
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Spain,Finance,Commercial Banks
BBW,Build-A-Bear Workshop Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
BBWI,Bath & Body Works Inc.,United States,Miscellaneous,Diversified Commercial Services
BBY,Best Buy Co. Inc. Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains
BC,Brunswick Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
BC^A,Brunswick Corporation 6.500% Senior Notes due 2048,United States,,
BC^B,Brunswick Corporation 6.625% Senior Notes due 2049,United States,,
BC^C,Brunswick Corporation 6.375% Notes due 2049,United States,,
BCAT,BlackRock Capital Allocation Trust Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
BCC,Boise Cascade L.L.C. Common Stock,United States,,
BCE,BCE Inc. Common Stock,Canada,,
BCH,Banco De Chile Banco De Chile ADS,Chile,Finance,Commercial Banks
BCO,Brinks Company (The) Common Stock,United States,Technology,Security Systems Services
BCS,Barclays PLC Common Stock,United Kingdom,Finance,Commercial Banks
BCSF,Bain Capital Specialty Finance Inc. Common Stock,United States,Finance,Finance/Investors Services
BCX,BlackRock Resources Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
BDC,Belden Inc Common Stock,United States,Telecommunications,Telecommunications Equipment
BDJ,Blackrock Enhanced Equity Dividend Trust,United States,Finance,Finance Companies
BDN,Brandywine Realty Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
BDX,Becton Dickinson and Company Common Stock,United States,Health Care,Medical/Dental Instruments
BDXB,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock Series B,United States,Health Care,Medical/Dental Instruments
BE,Bloom Energy Corporation Class A Common Stock,,Consumer Discretionary,Electrical Products
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,China,Consumer Discretionary,Other Consumer Services
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),China,Finance,Real Estate
BEN,Franklin Resources Inc. Common Stock,United States,Finance,Investment Managers
BEP,Brookfield Renewable Partners L.P. ,,Utilities,Electric Utilities: Central
BEP^A,Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units Series 17,,,
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,,,
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,,,
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,,,
BERY,Berry Global Group Inc. Common Stock,United States,Industrials,Plastic Products
BEST,BEST Inc. American Depositary Shares each representing five Class A Ordinary Share,Cayman Islands,,
BF/A,Brown Forman Corporation,United States,,
BF/B,Brown Forman Corporation,United States,,
BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services
BFAM,Bright Horizons Family Solutions Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
BFH,Bread Financial Holdings Inc. Common Stock,United States,Finance,Diversified Financial Services
BFK,BlackRock Municipal Income Trust,United States,Finance,Finance Companies
BFLY,Butterfly Network Inc. Class A Common Stock,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BFS,Saul Centers Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,United States,,
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,United States,,
BFZ,BlackRock California Municipal Income Trust,United States,Finance,Finance Companies
BG,Bunge Limited Bunge Limited,United States,Consumer Staples,Farming/Seeds/Milling
BGB,Blackstone Strategic Credit Fund Common Shares,,Finance,Trusts Except Educational Religious and Charitable
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,United States,Finance,Investment Managers
BGR,BlackRock Energy and Resources Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BGS,B&G Foods Inc. B&G Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods
BGSF,BGSF Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
BGSX,Build Acquisition Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
BGT,BlackRock Floating Rate Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BGX,Blackstone Long Short Credit Income Fund Common Shares,,Finance,Trusts Except Educational Religious and Charitable
BGY,Blackrock Enhanced International Dividend Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BH,Biglari Holdings Inc. Class B Common Stock,United States,Consumer Discretionary,Restaurants
BHC,Bausch Health Companies Inc. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
BHE,Benchmark Electronics Inc. Common Stock,United States,Technology,Electrical Products
BHG,Bright Health Group Inc. Common Stock,,Health Care,Medical Specialities
BHIL,Benson Hill Inc. Common Stock,,Consumer Staples,Farming/Seeds/Milling
BHK,Blackrock Core Bond Trust Blackrock Core Bond Trust,United States,Finance,Finance Companies
BHLB,Berkshire Hills Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),Australia,Basic Materials,Metal Mining
BHR,Braemar Hotels & Resorts Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,United States,,
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,United States,,
BHV,BlackRock Virginia Municipal Bond Trust,United States,Finance,Finance/Investors Services
BHVN,Biohaven Ltd. Common Shares ,,Health Care,Biotechnology: Pharmaceutical Preparations
BIG,Big Lots Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
BIGZ,BlackRock Innovation and Growth Trust Common Shares of Beneficial Interest,,,
BILL,Bill.com Holdings Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
BIO/B,Bio-Rad Laboratories Inc.,United States,,
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,Bermuda,Consumer Discretionary,Marine Transportation
BIP^A,Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units Series 13,Bermuda,,
BIP^B,Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units Series 14,Bermuda,,
BIPC,Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares ,,,
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,,Health Care,Medical/Dental Instruments
BIPI,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,,,
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BITE,Bite Acquisition Corp. Common Stock,,Industrials,Consumer Electronics/Appliances
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
BK,The Bank of New York Mellon Corporation Common Stock,United States,Finance,Investment Managers
BKD,Brookdale Senior Living Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units,United States,,
BKE,Buckle Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BKH,Black Hills Corporation Common Stock,United States,Utilities,Electric Utilities: Central
BKI,Black Knight Inc. Common Stock ,,Technology,Computer Software: Prepackaged Software
BKKT,Bakkt Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),United States,Finance,Trusts Except Educational Religious and Charitable
BKSY,BlackSky Technology Inc. Class A Common Stock,,Industrials,Industrial Machinery/Components
BKT,BlackRock Income Trust Inc. (The),United States,Finance,Trusts Except Educational Religious and Charitable
BKU,BankUnited Inc. Common Stock,United States,Finance,Savings Institutions
BLCO,Bausch + Lomb Corporation Common Shares,,,
BLD,TopBuild Corp. Common Stock,United States,Industrials,Engineering & Construction
BLDR,Builders FirstSource Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
BLE,BlackRock Municipal Income Trust II,United States,Finance,Finance/Investors Services
BLK,BlackRock Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
BLND,Blend Labs Inc. Class A Common Stock,,Technology,EDP Services
BLUA,BlueRiver Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services
BLW,Blackrock Limited Duration Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BLX,Banco Latinoamericano de Comercio Exterior S.A.,Panama,Finance,Commercial Banks
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),Argentina,Finance,Commercial Banks
BMAC,Black Mountain Acquisition Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
BME,Blackrock Health Sciences Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BMEZ,BlackRock Health Sciences Trust II Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BMI,Badger Meter Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
BML^G,Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock  Series 1),United States,,
BML^H,Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 2),United States,,
BML^J,Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4),United States,,
BML^L,Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5),United States,,
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
BMO,Bank Of Montreal Common Stock,Canada,Finance,Commercial Banks
BMY,Bristol-Myers Squibb Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BN,Brookfield Corporation Class A Limited Voting Shares,Canada,Consumer Discretionary,Other Consumer Services
BNED,Barnes & Noble Education Inc Common Stock,United States,Consumer Discretionary,Other Specialty Stores
BNH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,,Real Estate,Building operators
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,,Real Estate,Building operators
BNL,Broadstone Net Lease Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
BNRE,Brookfield Reinsurance Ltd. Class A Exchangeable Limited Voting Shares,,Finance,Property-Casualty Insurers
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Canada,,
BNY,BlackRock New York Municipal Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
BOAC,Bluescape Opportunities Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
BOC,Boston Omaha Corporation Class A Common Stock,United States,Consumer Discretionary,Advertising
